cl,week,price,b1,b2
OXXO,25,18,Pelon,Product134
Soriana,12,17,Pelon,Product135
Chedraui,27,19,Pelon,Product136
WholeFoods,12,15,Pelon,Product58
Walmart,12,16,Pelon,Product63
317 eleven,36,51,Reeses,Product12
Kmart,59,37,Kisses,Product139
OXXO,59,36,Kisses,Product137
Soriana,59,48,Kisses,Product140
Chedraui,59,44,Kisses,Product141
WholeFoods,12,15,Pelon,Product142
Walmart,59,43,Kisses,Product143
318 eleven,59,38,Kisses,Product144
Kmart,59,49,Kisses,Product105
OXXO,61,45,Reeses,Product146
Soriana,61,56,Reeses,Product147
Chedraui,61,44,Reeses,Product148
WholeFoods,61,42,Reeses,Product149
Walmart,61,47,Reeses,Product150
319 eleven,61,59,Reeses,Product151
Kmart,61,56,Reeses,Product152
OXXO,14,16,Pelon,Product153
Soriana,53,47,Reeses,Product154
Chedraui,53,60,Reeses,Product155
WholeFoods,53,42,Reeses,Product156
Walmart,50,58,Reeses,Product157
320 eleven,34,51,Reeses,Product12
Kmart,14,19,Pelon,Product65
OXXO,14,18,Pelon,Product159
Soriana,52,12,Almond Joy,Product160
Chedraui,22,17,Pelon,Product161
WholeFoods,30,42,Reeses,Product98
Walmart,59,41,Kisses,Product162
321 eleven,13,17,Pelon,Product163
Kmart,59,37,Kisses,Product164
OXXO,32,47,Reeses,Product103
Soriana,52,14,Almond Joy,Product165
Chedraui,47,32,Kit Kat,Product166
WholeFoods,47,55,Reeses,Product167
Walmart,13,17,Pelon,Product168
322 eleven,47,51,Reeses,Product169
Kmart,47,40,Reeses,Product170
OXXO,28,13,Almond Joy,Product171
Soriana,13,18,Pelon,Product172
Chedraui,39,51,Reeses,Product12
WholeFoods,28,11,Almond Joy,Product173
Walmart,15,14,Pelon,Product174
323 eleven,53,42,Hersheys,Product175
Kmart,14,18,Pelon,Product84
OXXO,36,51,Reeses,Product12
Soriana,28,11,Almond Joy,Product177
Chedraui,16,19,Pelon,Product178
WholeFoods,53,38,Hersheys,Product173
Walmart,16,16,Pelon,Product112
324 eleven,28,12,Almond Joy,Product180
Kmart,59,52,Milk,Product181
OXXO,60,15,Cocoa,Product182
Soriana,60,18,Pelon,Product183
Chedraui,61,43,Milk,Product184
WholeFoods,60,45,Milk,Product185
Walmart,60,47,Milk,Product186
325 eleven,61,15,Pelon,Product187
Kmart,60,14,Pelon,Product188
OXXO,34,51,Reeses,Product12
Soriana,27,5,Jolly Rancher,Product189
Chedraui,47,30,Kit Kat,Product190
WholeFoods,17,18,Pelon,Product191
Walmart,47,31,Kit Kat,Product192
326 eleven,47,44,Kit Kat,Product193
Kmart,47,30,Kit Kat,Product194
OXXO,47,40,Kit Kat,Product195
Soriana,47,37,Kit Kat,Product196
Chedraui,47,31,Kit Kat,Product197
WholeFoods,47,40,Kit Kat,Product198
Walmart,47,44,Kit Kat,Product199
327 eleven,47,34,Kit Kat,Product200
Kmart,16,15,Pelon,Product1
OXXO,47,35,Kit Kat,Product1
Soriana,47,43,Kit Kat,Product2
Chedraui,47,30,Kit Kat,Product3
WholeFoods,47,43,Kit Kat,Product4
Walmart,61,58,Reeses,Product5
328 eleven,61,16,Pelon,Product6
Kmart,61,16,Pelon,Product7
OXXO,61,17,Pelon,Product8
Soriana,61,17,Pelon,Product9
Chedraui,61,19,Pelon,Product10
WholeFoods,61,19,Pelon,Product11
Walmart,61,19,Pelon,Product12
329 eleven,61,13,Pelon,Product13
Kmart,61,19,Pelon,Product14
OXXO,61,18,Pelon,Product15
Soriana,61,13,Pelon,Product16
Chedraui,61,17,Pelon,Product17
WholeFoods,61,18,Pelon,Product18
Walmart,61,18,Pelon,Product19
330 eleven,61,13,Pelon,Product20
Kmart,61,15,Pelon,Product21
OXXO,61,15,Pelon,Product22
Soriana,61,15,Pelon,Product23
Chedraui,61,17,Pelon,Product24
WholeFoods,61,15,Pelon,Product25
Walmart,61,15,Pelon,Product26
331 eleven,61,15,Pelon,Product27
Kmart,61,13,Pelon,Product28
OXXO,61,13,Pelon,Product29
Soriana,61,14,Pelon,Product30
Chedraui,47,34,Kit Kat,Product31
WholeFoods,47,33,Kit Kat,Product32
Walmart,47,37,Kit Kat,Product33
332 eleven,16,18,Pelon,Product151
Kmart,47,30,Kit Kat,Product35
OXXO,47,34,Kit Kat,Product36
Soriana,47,56,Reeses,Product49
Chedraui,30,42,Reeses,Product98
WholeFoods,47,48,Reeses,Product188
Walmart,16,15,Pelon,Product96
333 eleven,47,40,Reeses,Product59
Kmart,47,53,Reeses,Product18
OXXO,49,11,Almond Joy,Product38
Soriana,16,18,Pelon,Product39
Chedraui,49,10,Almond Joy,Product40
WholeFoods,49,15,Almond Joy,Product41
Walmart,49,13,Almond Joy,Product42
334 eleven,49,5,Jolly Rancher,Product43
Kmart,49,6,Jolly Rancher,Product44
OXXO,49,6,Jolly Rancher,Product45
Soriana,49,58,Milk,Product46
Chedraui,49,60,Milk,Product47
WholeFoods,49,45,Milk,Product48
Walmart,49,40,Kisses,Product49
335 eleven,39,51,Reeses,Product12
Kmart,49,47,Kisses,Product50
OXXO,16,19,Pelon,Product51
Soriana,17,18,Pelon,Product44
Chedraui,60,49,Kisses,Product40
WholeFoods,60,50,Kisses,Product52
Walmart,60,36,Kisses,Product165
336 eleven,60,46,Kisses,Product53
Kmart,36,51,Reeses,Product12
OXXO,18,14,Pelon,Product54
Soriana,52,49,Reeses,Product55
Chedraui,19,39,Hersheys,Product61
WholeFoods,52,41,Reeses,Product57
Walmart,28,15,Almond Joy,Product58
337 eleven,52,40,Reeses,Product59
Kmart,52,35,Kisses,Product60
OXXO,52,41,Kit Kat,Product61
Soriana,52,39,Kit Kat,Product62
Chedraui,52,44,Hersheys,Product63
WholeFoods,52,39,Hersheys,Product64
Walmart,52,38,Hersheys,Product65
338 eleven,52,36,Kit Kat,Product66
Kmart,52,33,Kit Kat,Product67
OXXO,52,49,Kisses,Product68
Soriana,22,42,Reeses,Product98
Chedraui,34,51,Reeses,Product12
WholeFoods,49,35,Kit Kat,Product69
Walmart,49,32,Kit Kat,Product70
339 eleven,27,5,Jolly Rancher,Product71
Kmart,49,37,Kit Kat,Product72
OXXO,17,19,Pelon,Product73
Soriana,49,41,Kit Kat,Product74
Chedraui,49,44,Kit Kat,Product75
WholeFoods,49,38,Kit Kat,Product76
Walmart,49,36,Kit Kat,Product77
340 eleven,49,44,Kit Kat,Product78
Kmart,49,32,Kit Kat,Product79
OXXO,49,39,Kit Kat,Product80
Soriana,49,39,Kit Kat,Product81
Chedraui,49,39,Kit Kat,Product80
WholeFoods,49,34,Kit Kat,Product82
Walmart,17,19,Pelon,Product83
341 eleven,49,45,Kit Kat,Product84
Kmart,28,13,Almond Joy,Product85
OXXO,49,36,Kit Kat,Product86
Soriana,49,32,Kit Kat,Product87
Chedraui,49,31,Kit Kat,Product88
WholeFoods,50,39,Kit Kat,Product89
Walmart,50,36,Kit Kat,Product86
342 eleven,50,31,Kit Kat,Product88
Kmart,51,31,Kit Kat,Product90
OXXO,52,33,Kit Kat,Product91
Soriana,51,36,Kit Kat,Product92
Chedraui,53,33,Kit Kat,Product93
WholeFoods,17,17,Pelon,Product94
Walmart,51,33,Kit Kat,Product95
343 eleven,51,37,Kit Kat,Product96
Kmart,52,45,Kit Kat,Product97
OXXO,51,36,Kit Kat,Product98
Soriana,51,36,Kit Kat,Product66
Chedraui,51,36,Kit Kat,Product100
WholeFoods,51,35,Kit Kat,Product101
Walmart,51,32,Kit Kat,Product102
344 eleven,52,30,Kit Kat,Product103
Kmart,52,40,Kit Kat,Product104
OXXO,52,38,Kit Kat,Product105
Soriana,51,31,Kit Kat,Product106
Chedraui,17,16,Pelon,Product107
WholeFoods,52,31,Kit Kat,Product108
Walmart,52,37,Kit Kat,Product109
345 eleven,52,35,Kit Kat,Product110
Kmart,48,42,Kisses,Product111
OXXO,49,39,Kisses,Product112
Soriana,52,32,Kit Kat,Product113
Chedraui,18,45,Hersheys,Product197
WholeFoods,28,10,Almond Joy,Product138
Walmart,47,46,Kisses,Product115
346 eleven,49,103,Seasons,Product116
Kmart,49,140,Seasons,Product117
OXXO,49,141,Seasons,Product118
Soriana,49,111,Seasons,Product119
Chedraui,49,132,Seasons,Product120
WholeFoods,49,143,Seasons,Product121
Walmart,49,43,Kisses,Product122
347 eleven,18,34,Hersheys,Product123
Kmart,50,47,Kisses,Product197
OXXO,42,53,Reeses,Product124
Soriana,49,138,Seasons,Product125
Chedraui,52,142,Seasons,Product126
WholeFoods,52,114,Seasons,Product127
Walmart,49,147,Seasons,Product128
348 eleven,49,109,Seasons,Product129
Kmart,49,150,Seasons,Product130
OXXO,52,141,Seasons,Product131
Soriana,52,106,Seasons,Product132
Chedraui,19,45,Hersheys,Product133
WholeFoods,49,124,Seasons,Product134
Walmart,18,37,Hersheys,Product135
349 eleven,49,127,Seasons,Product136
Kmart,49,142,Seasons,Product137
OXXO,52,118,Seasons,Product138
Soriana,52,140,Seasons,Product139
Chedraui,49,126,Seasons,Product140
WholeFoods,49,124,Seasons,Product141
Walmart,49,147,Seasons,Product142
350 eleven,52,113,Seasons,Product143
Kmart,52,146,Seasons,Product144
OXXO,19,37,Hersheys,Product145
Soriana,49,142,Seasons,Product146
Chedraui,36,51,Reeses,Product12
WholeFoods,49,147,Seasons,Product147
Walmart,28,12,Almond Joy,Product148
351 eleven,49,133,Seasons,Product149
Kmart,49,138,Seasons,Product150
OXXO,49,145,Seasons,Product151
Soriana,49,113,Seasons,Product152
Chedraui,49,105,Seasons,Product153
WholeFoods,49,103,Seasons,Product154
Walmart,49,109,Seasons,Product155
352 eleven,52,109,Seasons,Product156
Kmart,20,45,Hersheys,Product157
OXXO,49,117,Seasons,Product158
Soriana,49,145,Seasons,Product159
Chedraui,49,135,Seasons,Product160
WholeFoods,49,124,Seasons,Product161
Walmart,49,109,Seasons,Product162
353 eleven,49,126,Seasons,Product163
Kmart,49,118,Seasons,Product164
OXXO,49,112,Seasons,Product165
Soriana,49,136,Seasons,Product166
Chedraui,49,105,Seasons,Product167
WholeFoods,20,43,Hersheys,Product168
Walmart,49,119,Seasons,Product169
354 eleven,49,150,Seasons,Product170
Kmart,49,147,Seasons,Product171
OXXO,49,109,Seasons,Product172
Soriana,52,146,Seasons,Product173
Chedraui,52,118,Seasons,Product174
WholeFoods,52,135,Seasons,Product175
Walmart,49,123,Seasons,Product176
355 eleven,49,120,Seasons,Product177
Kmart,52,37,Kit Kat,Product178
OXXO,20,35,Hersheys,Product179
Soriana,47,44,Kisses,Product180
Chedraui,34,51,Reeses,Product12
WholeFoods,47,43,Kisses,Product181
Walmart,28,11,Almond Joy,Product182
356 eleven,47,47,Kisses,Product183
Kmart,47,42,Kisses,Product184
OXXO,48,47,Kisses,Product56
Soriana,48,48,Kisses,Product34
Chedraui,50,105,Seasons,Product187
WholeFoods,50,100,Seasons,Product188
Walmart,26,25,Bites,Product189
357 eleven,47,39,Kisses,Product190
Kmart,20,35,Hersheys,Product191
OXXO,48,38,Kisses,Product192
Soriana,21,38,Hersheys,Product193
Chedraui,48,51,Kisses,Product134
WholeFoods,52,40,Kit Kat,Product195
Walmart,52,37,Kit Kat,Product196
358 eleven,21,45,Hersheys,Product197
Kmart,47,41,Kisses,Product198
OXXO,47,44,Kisses,Product199
Soriana,52,34,Kit Kat,Product200
Chedraui,52,35,Kit Kat,Product1
WholeFoods,52,43,Kit Kat,Product2
Walmart,52,30,Kit Kat,Product3
359 eleven,52,43,Kit Kat,Product4
Kmart,21,33,Hersheys,Product5
OXXO,52,31,Kit Kat,Product6
Soriana,52,32,Kit Kat,Product7
Chedraui,52,41,Kit Kat,Product8
WholeFoods,52,41,Kit Kat,Product9
Walmart,52,39,Kit Kat,Product10
360 eleven,52,45,Kit Kat,Product11
Kmart,52,38,Kit Kat,Product12
OXXO,52,45,Kit Kat,Product13
Soriana,52,32,Kit Kat,Product14
Chedraui,52,44,Kit Kat,Product15
WholeFoods,52,33,Kit Kat,Product16
Walmart,21,30,Hersheys,Product17
361 eleven,47,36,Kisses,Product18
Kmart,30,42,Reeses,Product98
OXXO,47,40,Kisses,Product19
Soriana,48,36,Kisses,Product18
Chedraui,48,46,Kisses,Product191
WholeFoods,53,43,Kit Kat,Product22
Walmart,53,44,Kit Kat,Product23
362 eleven,53,31,Kit Kat,Product24
Kmart,52,42,Kit Kat,Product25
OXXO,22,45,Hersheys,Product26
Soriana,52,31,Kit Kat,Product27
Chedraui,36,53,Reeses,Product28
WholeFoods,52,45,Kit Kat,Product29
Walmart,52,42,Kit Kat,Product30
363 eleven,52,34,Kit Kat,Product31
Kmart,52,33,Kit Kat,Product32
OXXO,52,37,Kit Kat,Product33
Soriana,52,34,Kit Kat,Product34
Chedraui,55,30,Kit Kat,Product35
WholeFoods,55,34,Kit Kat,Product36
Walmart,55,30,Kit Kat,Product37
364 eleven,22,30,Hersheys,Product108
Kmart,47,41,Kisses,Product39
OXXO,56,31,Kit Kat,Product40
Soriana,53,38,Kit Kat,Product41
Chedraui,53,42,Kit Kat,Product42
WholeFoods,22,33,Hersheys,Product43
Walmart,47,39,Kisses,Product44
365 eleven,48,36,Kisses,Product45
Kmart,52,40,Kit Kat,Product46
OXXO,52,33,Kit Kat,Product47
Soriana,21,42,Reeses,Product48
Chedraui,47,40,Kisses,Product49
WholeFoods,54,17,Cocoa,Product50
Walmart,54,42,Milk,Product51
366 eleven,19,13,Pelon,Product100
Kmart,54,16,Cocoa,Product52
OXXO,23,41,Hersheys,Product53
Soriana,30,15,Almond Joy,Product54
Chedraui,29,15,Almond Joy,Product55
WholeFoods,30,12,Almond Joy,Product56
Walmart,29,12,Almond Joy,Product57
367 eleven,29,15,Almond Joy,Product58
Kmart,23,43,Hersheys,Product59
OXXO,28,48,Kisses,Product2
Soriana,51,42,Milk,Product61
Chedraui,30,11,Almond Joy,Product173
WholeFoods,24,37,Hersheys,Product62
Walmart,37,15,Almond Joy,Product63
368 eleven,37,10,Almond Joy,Product64
Kmart,34,11,Almond Joy,Product65
OXXO,34,12,Almond Joy,Product56
Soriana,32,15,Almond Joy,Product67
Chedraui,32,14,Almond Joy,Product68
WholeFoods,30,13,Almond Joy,Product69
Walmart,30,15,Almond Joy,Product70
369 eleven,33,14,Almond Joy,Product71
Kmart,24,43,Hersheys,Product72
OXXO,34,15,Almond Joy,Product73
Soriana,35,13,Almond Joy,Product136
Chedraui,29,11,Almond Joy,Product75
WholeFoods,30,10,Almond Joy,Product76
Walmart,36,10,Almond Joy,Product77
370 eleven,32,11,Almond Joy,Product78
Kmart,32,14,Almond Joy,Product79
OXXO,33,13,Almond Joy,Product120
Soriana,24,36,Hersheys,Product81
Chedraui,34,14,Almond Joy,Product82
WholeFoods,34,15,Almond Joy,Product44
Walmart,34,13,Almond Joy,Product120
371 eleven,35,10,Almond Joy,Product84
Kmart,36,13,Almond Joy,Product85
OXXO,37,11,Almond Joy,Product75
Soriana,38,13,Almond Joy,Product87
Chedraui,60,41,Kisses,Product151
WholeFoods,24,37,Kisses,Product88
Walmart,39,57,Reeses,Product89
372 eleven,31,13,Almond Joy,Product90
Kmart,60,50,Kisses,Product33
OXXO,36,14,Almond Joy,Product91
Soriana,34,12,Almond Joy,Product92
Chedraui,30,42,Reeses,Product98
WholeFoods,60,45,Kisses,Product93
Walmart,36,12,Almond Joy,Product94
373 eleven,38,10,Almond Joy,Product95
Kmart,33,10,Almond Joy,Product96
OXXO,29,15,Almond Joy,Product97
Soriana,31,14,Almond Joy,Product98
Chedraui,31,14,Almond Joy,Product99
WholeFoods,35,11,Almond Joy,Product100
Walmart,31,12,Almond Joy,Product101
374 eleven,33,10,Almond Joy,Product138
Kmart,24,31,Hersheys,Product102
OXXO,33,14,Almond Joy,Product105
Soriana,31,13,Almond Joy,Product104
Chedraui,34,14,Almond Joy,Product105
WholeFoods,36,10,Almond Joy,Product106
Walmart,36,12,Almond Joy,Product107
375 eleven,38,13,Almond Joy,Product108
Kmart,60,37,Kit Kat,Product109
OXXO,31,15,Almond Joy,Product110
Soriana,35,14,Almond Joy,Product111
Chedraui,37,10,Almond Joy,Product112
WholeFoods,25,45,Hersheys,Product58
Walmart,34,11,Almond Joy,Product114
376 eleven,36,13,Almond Joy,Product108
Kmart,37,11,Almond Joy,Product114
OXXO,25,41,Hersheys,Product116
Soriana,25,31,Hersheys,Product117
Chedraui,31,14,Almond Joy,Product118
WholeFoods,31,15,Almond Joy,Product119
Walmart,31,13,Almond Joy,Product120
377 eleven,31,12,Almond Joy,Product121
Kmart,31,12,Almond Joy,Product122
OXXO,32,11,Almond Joy,Product123
Soriana,32,13,Almond Joy,Product124
Chedraui,20,39,Hersheys,Product125
WholeFoods,33,10,Almond Joy,Product126
Walmart,16,58,Milk,Product127
378 eleven,33,13,Almond Joy,Product128
Kmart,26,31,Hersheys,Product137
OXXO,33,14,Almond Joy,Product130
Soriana,34,12,Almond Joy,Product131
Chedraui,34,10,Almond Joy,Product132
WholeFoods,34,10,Almond Joy,Product133
Walmart,34,10,Almond Joy,Product134
379 eleven,35,15,Almond Joy,Product135
Kmart,36,13,Almond Joy,Product136
OXXO,26,36,Kisses,Product137
Soriana,37,10,Almond Joy,Product138
Chedraui,20,41,Kisses,Product151
WholeFoods,47,45,Reeses,Product140
Walmart,49,44,Kisses,Product141
380 eleven,50,35,Kisses,Product142
Kmart,52,113,Seasons,Product143
OXXO,52,146,Seasons,Product144
Soriana,49,139,Seasons,Product145
Chedraui,49,142,Seasons,Product146
WholeFoods,49,147,Seasons,Product147
Walmart,26,36,Hersheys,Product148
381 eleven,49,19,Pelon,Product149
Kmart,20,39,Hersheys,Product61
OXXO,49,138,Seasons,Product150
Soriana,49,145,Seasons,Product151
Chedraui,49,113,Seasons,Product152
WholeFoods,49,105,Seasons,Product153
Walmart,49,103,Seasons,Product154
382 eleven,49,109,Seasons,Product155
Kmart,49,109,Seasons,Product156
OXXO,51,21,Bites,Product33
Soriana,50,34,Kit Kat,Product158
Chedraui,27,37,Kisses,Product108
WholeFoods,50,39,Kit Kat,Product160
Walmart,20,42,Hersheys,Product44
383 eleven,50,45,Kit Kat,Product162
Kmart,50,43,Kit Kat,Product163
OXXO,50,32,Kit Kat,Product164
Soriana,50,34,Kit Kat,Product165
Chedraui,50,32,Kit Kat,Product166
WholeFoods,50,37,Kit Kat,Product167
Walmart,50,22,Bites,Product168
384 eleven,50,23,Bites,Product169
Kmart,52,150,Seasons,Product170
OXXO,27,21,Bites,Product171
Soriana,51,109,Seasons,Product172
Chedraui,20,47,Kisses,Product173
WholeFoods,52,118,Seasons,Product174
Walmart,52,135,Seasons,Product175
385 eleven,52,123,Seasons,Product176
Kmart,52,120,Seasons,Product177
OXXO,47,45,Reeses,Product178
Soriana,47,44,Reeses,Product179
Chedraui,47,45,Reeses,Product178
WholeFoods,20,43,Hersheys,Product181
Walmart,47,44,Reeses,Product179
386 eleven,27,47,Kisses,Product183
Kmart,27,38,Kisses,Product174
OXXO,20,34,Hersheys,Product185
Soriana,54,23,Bites,Product186
Chedraui,54,56,Milk,Product187
WholeFoods,21,43,Kisses,Product13
Walmart,31,10,Almond Joy,Product189
387 eleven,31,10,Almond Joy,Product190
Kmart,31,13,Almond Joy,Product191
OXXO,31,11,Almond Joy,Product192
Soriana,32,13,Almond Joy,Product193
Chedraui,32,15,Almond Joy,Product194
WholeFoods,33,15,Almond Joy,Product195
Walmart,28,48,Kisses,Product196
388 eleven,33,12,Almond Joy,Product197
Kmart,21,41,Kisses,Product198
OXXO,34,10,Almond Joy,Product77
Soriana,34,11,Almond Joy,Product199
Chedraui,34,15,Almond Joy,Product195
WholeFoods,34,11,Almond Joy,Product75
Walmart,35,14,Almond Joy,Product200
389 eleven,36,14,Almond Joy,Product1
Kmart,37,14,Almond Joy,Product2
OXXO,20,31,Hersheys,Product3
Soriana,50,43,Kit Kat,Product4
Chedraui,20,33,Hersheys,Product5
WholeFoods,49,31,Kit Kat,Product6
Walmart,48,32,Kit Kat,Product7
390 eleven,50,41,Kit Kat,Product8
Kmart,51,41,Kit Kat,Product9
OXXO,51,7,Jolly Rancher,Product10
Soriana,51,7,Jolly Rancher,Product11
Chedraui,51,7,Jolly Rancher,Product12
WholeFoods,51,7,Jolly Rancher,Product13
Walmart,22,35,Hersheys,Product14
391 eleven,28,38,Kisses,Product117
Kmart,60,13,Pelon,Product16
OXXO,60,17,Pelon,Product17
Soriana,61,18,Pelon,Product18
Chedraui,61,18,Pelon,Product19
WholeFoods,22,39,Kisses,Product20
Walmart,55,15,Pelon,Product21
392 eleven,55,15,Pelon,Product22
Kmart,55,15,Pelon,Product23
OXXO,55,19,Cocoa,Product24
Soriana,55,20,Cocoa,Product25
Chedraui,57,15,Pelon,Product26
WholeFoods,22,45,Hersheys,Product27
Walmart,57,13,Pelon,Product28
393 eleven,28,20,Bites,Product29
Kmart,57,14,Pelon,Product30
OXXO,58,14,Pelon,Product31
Soriana,58,18,Pelon,Product32
Chedraui,58,17,Cocoa,Product33
WholeFoods,58,21,Cocoa,Product34
Walmart,58,15,Cocoa,Product35
394 eleven,58,15,Cocoa,Product36
Kmart,58,20,Cocoa,Product37
OXXO,58,21,Cocoa,Product38
Soriana,22,52,Kisses,Product129
Chedraui,58,16,Cocoa,Product40
WholeFoods,58,15,Cocoa,Product41
Walmart,58,21,Cocoa,Product42
395 eleven,58,15,Cocoa,Product43
Kmart,59,21,Cocoa,Product44
OXXO,59,21,Cocoa,Product45
Soriana,59,16,Cocoa,Product46
Chedraui,59,16,Cocoa,Product47
WholeFoods,59,20,Cocoa,Product48
Walmart,59,19,Cocoa,Product49
396 eleven,25,47,Kisses,Product50
Kmart,59,20,Cocoa,Product51
OXXO,39,57,Reeses,Product89
Soriana,60,16,Cocoa,Product52
Chedraui,60,17,Cocoa,Product53
WholeFoods,60,21,Cocoa,Product54
Walmart,60,17,Cocoa,Product55
397 eleven,60,15,Cocoa,Product56
Kmart,60,15,Cocoa,Product57
OXXO,60,16,Cocoa,Product58
Soriana,60,22,Cocoa,Product59
Chedraui,60,18,Cocoa,Product60
WholeFoods,25,39,Hersheys,Product61
Walmart,60,22,Cocoa,Product62
398 eleven,59,18,Cocoa,Product63
Kmart,61,21,Cocoa,Product64
OXXO,61,18,Cocoa,Product65
Soriana,61,22,Cocoa,Product66
Chedraui,61,19,Cocoa,Product67
WholeFoods,56,60,Reeses,Product68
Walmart,25,33,Hersheys,Product69
399 eleven,56,50,Reeses,Product70
Kmart,56,59,Reeses,Product71
OXXO,61,15,Cocoa,Product72
Soriana,56,42,Reeses,Product73
Chedraui,56,45,Reeses,Product74
WholeFoods,56,43,Reeses,Product75
Walmart,56,58,Reeses,Product76
400 eleven,56,51,Reeses,Product77
Kmart,56,52,Reeses,Product78
OXXO,47,49,Reeses,Product79
Soriana,49,29,Bites,Product80
Chedraui,35,53,Reeses,Product18
WholeFoods,24,51,Milk,Product81
Walmart,26,26,Bites,Product82
401 eleven,24,41,Milk,Product83
Kmart,49,15,Cocoa,Product84
OXXO,35,54,Reeses,Product120
Soriana,49,20,Cocoa,Product86
Chedraui,63,7,Jolly Rancher,Product87
WholeFoods,49,18,Cocoa,Product88
Walmart,49,22,Cocoa,Product89
402 eleven,49,19,Cocoa,Product90
Kmart,50,18,Cocoa,Product91
OXXO,51,16,Cocoa,Product92
Soriana,61,16,Cocoa,Product93
Chedraui,24,48,Milk,Product94
WholeFoods,35,54,Reeses,Product44
Walmart,49,19,Cocoa,Product96
403 eleven,49,20,Cocoa,Product97
Kmart,50,21,Cocoa,Product98
OXXO,51,22,Cocoa,Product99
Soriana,51,19,Cocoa,Product100
Chedraui,51,6,Jolly Rancher,Product101
WholeFoods,51,6,Jolly Rancher,Product102
Walmart,61,47,Reeses,Product103
404 eleven,25,42,Milk,Product104
Kmart,61,60,Reeses,Product105
OXXO,35,59,Reeses,Product151
Soriana,61,44,Reeses,Product107
Chedraui,61,45,Reeses,Product108
WholeFoods,61,52,Reeses,Product109
Walmart,61,51,Reeses,Product110
405 eleven,61,51,Reeses,Product111
Kmart,61,46,Reeses,Product112
OXXO,61,45,Reeses,Product113
Soriana,61,53,Reeses,Product114
Chedraui,25,41,Milk,Product115
WholeFoods,61,59,Reeses,Product116
Walmart,50,22,Cocoa,Product117
406 eleven,25,44,Milk,Product118
Kmart,25,57,Milk,Product119
OXXO,47,15,Cocoa,Product120
Soriana,27,53,Milk,Product40
Chedraui,51,19,Cocoa,Product121
WholeFoods,60,60,Milk,Product122
Walmart,60,41,Milk,Product123
407 eleven,61,40,Milk,Product124
Kmart,61,45,Milk,Product125
OXXO,61,60,Milk,Product126
Soriana,62,58,Milk,Product127
Chedraui,62,42,Milk,Product128
WholeFoods,58,16,Pelon,Product129
Walmart,63,40,Milk,Product130
408 eleven,63,56,Milk,Product131
Kmart,61,45,Milk,Product132
OXXO,62,43,Milk,Product133
Soriana,63,53,Milk,Product134
Chedraui,63,53,Milk,Product135
WholeFoods,63,41,Milk,Product136
Walmart,58,16,Pelon,Product79
409 eleven,58,16,Pelon,Product80
Kmart,58,19,Pelon,Product90
OXXO,59,56,Milk,Product137
Soriana,59,15,Pelon,Product138
Chedraui,59,19,Pelon,Product139
WholeFoods,59,17,Pelon,Product140
Walmart,26,46,Reeses,Product171
410 eleven,59,15,Pelon,Product141
Kmart,59,15,Pelon,Product142
OXXO,59,17,Pelon,Product143
Soriana,59,19,Pelon,Product144
Chedraui,59,13,Pelon,Product145
WholeFoods,60,18,Pelon,Product146
Walmart,60,16,Pelon,Product147
411 eleven,60,18,Pelon,Product148
Kmart,60,19,Pelon,Product149
OXXO,60,15,Cocoa,Product182
